X,Y,Z,Intensity,Vx,Vy,Vz
4.10074919001323,-0.000533892828128328,0.0125653356490445,11.403669390822,-26.3351688062051,0,0
4.56700727203341,0.0517631761866274,0.0285834372015604,11.403669390822,4.12124524377476,0,0
16.3657270804542,0.523468306684288,-0.308375780338366,11.403669390822,75.4258933623473,0,0
14.7583825300753,1.89133763616386,0.212921444371794,11.403669390822,13.1220253976598,0,0
18.4473124237345,-0.921960819306844,0.0422800502862239,57.8424857474114,-4.80716370734221,0,0
18.5089367092821,-0.873715563271543,0.347128041671494,57.8424857474114,-4.81830773519861,0,0
18.3953728567256,-1.301578897953,0.10596499133854,54.8321857907716,-4.67106790192096,0,0
18.5334266593368,-1.0935393077509,0.429448744527298,54.8321857907716,-4.73380288300222,0,0
18.8321349818972,-0.801443463798328,0.157459110270063,54.8321857907716,-4.89117677734216,0,0
18.3972835351052,-1.33322637475,0.388545097474512,54.8321857907716,-4.59016551085546,0,0
18.8280151345614,-0.816659228391041,0.39935882698483,54.8321857907716,-4.82738176278318,0,0
19.3187405164288,-0.893732521090379,0.0842064996924652,54.8321857907716,-4.8755242566282,0,0
19.3153183084738,-0.914650430637365,0.345900591250403,54.8321857907716,-4.83245757162868,0,0
19.8356524637593,-0.915061360757929,-0.0140586500212025,54.8321857907716,-4.86952674930125,0,0
19.8224461893689,-0.901462532101184,0.342764400105858,54.8321857907716,-4.8347971344647,0,0
20.2611968529732,-0.947383358827874,0.504727629363135,54.8321857907716,-4.88159043673743,0,0
20.3134540299124,-0.970381903654396,0.0896043247103082,54.8321857907716,-4.87209657884886,0,0
20.8053867056737,-0.914984527876389,-0.0350095583265822,54.8321857907716,-4.88667343670543,0,0
20.8389463287947,-0.943214052786015,0.452603397106324,54.8321857907716,-4.88172696306777,0,0
21.288749226745,-0.971449486083411,0.160445648029603,54.8321857907716,-4.89944385650923,0,0
21.3043767533708,-1.01254839249106,0.425944307443541,54.8321857907716,-4.83768954911181,0,0
21.7839980813472,-1.0810025554769,0.103690686429148,54.8321857907716,-4.91004193860306,0,0
21.8538531924048,-0.979404333597782,0.459681675687192,54.8321857907716,-4.89031995847716,0,0
22.2847551864363,-1.06443372355583,0.131422463550528,54.8321857907716,-4.90631995951209,0,0
22.3133076596716,-1.00915711392717,0.425006412853354,54.8321857907716,-4.8179600354734,0,0
22.8033425971322,-1.03317662175964,-0.0648108374521452,54.8321857907716,-4.89156716406402,0,0
22.8554477774721,-1.00809744254577,0.477189958631876,54.8321857907716,-4.93791651558033,0,0
18.7195669962104,4.82700132616126,-0.559725639551707,11.403669390822,37.2343474912467,0,0
51.1919595151142,13.702027114899,-1.10700881985948,11.403669390822,77.8567118684177,0,0
57.2211201500205,12.8291394475176,-4.52370554525357,11.403669390822,17.7052277172981,0,0
64.5434079283742,-9.42415272692085,-5.85191021098863,11.403669390822,-59.800115249976,0,0
59.4422101542407,29.5485349593586,-11.0817475039566,11.403669390822,-39.4889849475958,0,0
35.819888061716,42.9797285088723,4.93525893112685,11.403669390822,-25.7502340029621,0,0
43.4717728413724,43.9905404459053,-10.9170442396204,11.403669390822,68.3487615895952,0,0
99.1131251551097,8.9368795707118,-15.9392124664546,11.403669390822,-34.5045458613388,0,0
