X,Y,Z,Intensity,Vx,Vy,Vz
16.2738109648021,-2.58155969174628,-0.00554338100496026,11.403669390822,73.6204329757987,0,0
24.4556383474735,0.400208188079957,0.266000975742468,52.6671998188301,-14.9756097894694,0,0
24.5166120468396,0.0484589872161126,0.156863832469427,49.6568998621902,-14.9727542876329,0,0
24.4961242138448,-0.353261725842616,0.293959996096612,52.6671998188301,-14.9508356316377,0,0
24.4865412627862,0.0297279157849463,0.595223212249238,49.6568998621902,-14.9661995177102,0,0
20.0598553717252,-4.41582264784698,1.08398920995074,11.403669390822,-56.5716007723357,0,0
30.2162057224824,-2.2101127022289,-2.20639131457365,11.403669390822,33.8097780741035,0,0
42.6297871567733,-1.8909383708918,0.643869979982014,42.1437370969304,-4.95109588035229,0,0
42.4253918277518,-3.2272534480484,0.120725930225722,39.1334371402905,-4.92718687852639,0,0
43.3105638299168,-1.40354505073935,1.40529546632865,39.1334371402905,-4.94120438761099,0,0
43.7296563537271,-2.50252319523372,0.511906300393292,39.1334371402905,-4.99720131444932,0,0
44.3339800342188,-1.87039091707972,1.21550602812946,39.1334371402905,-4.98562441421621,0,0
45.3397114411505,-1.89467029345077,0.345809084367574,39.1334371402905,-4.99509523057898,0,0
45.8041913780087,-2.07263177499829,-0.485788562036105,39.1334371402905,-4.97842457875095,0,0
46.2917011361521,-2.22702744140639,0.547025330799378,39.1334371402905,-4.99313601252856,0,0
47.0191464806316,-1.94460818326602,0.141105167130189,42.1437370969304,-4.97446230120465,0,0
45.757218981311,-8.32593637598853,4.69032001717742,11.403669390822,44.7700240674876,0,0
54.1602914162031,50.6540053459446,-6.92497266136669,11.403669390822,11.0783897679636,0,0
