X,Y,Z,Intensity,Vx,Vy,Vz
6.94771061240238,-0.0634859656254741,0.029899363156157,11.403669390822,69.7477631660338,0,0
8.14494653685662,0.249067322325086,-0.0499424338418004,11.403669390822,36.7129244449534,0,0
11.823191995292,-0.505841941529468,0.10619088869626,11.403669390822,-67.7564787148774,0,0
16.8105842500204,1.28456109636825,0.135133497997011,11.403669390822,91.9209284335205,0,0
18.5156343149322,-0.821641267882792,0.0476268775476287,54.8321857907716,-4.862306894741,0,0
18.4509738986132,-0.977380588348751,0.413228064239113,59.6033983379683,-4.76848324438844,0,0
18.4971981701676,-0.991594561675328,0.0333370433171525,54.8321857907716,-4.76954355897398,0,0
18.4439148983737,-1.23280675434289,0.35092148814678,54.8321857907716,-4.65168734458148,0,0
18.4506720853217,-1.27776465521535,0.0936238108334252,54.8321857907716,-4.65709423596477,0,0
18.867156755611,-0.835570698305495,0.0859259910037306,54.8321857907716,-4.85555818764327,0,0
18.7797688225666,-0.989572742549388,0.317169119772405,54.8321857907716,-4.80253432169157,0,0
19.3385485125605,-0.855774985541664,0.0229015102141803,54.8321857907716,-4.87108502947462,0,0
19.345087594646,-0.873797504079316,0.439073126992635,54.8321857907716,-4.84024641897358,0,0
19.8342072563216,-0.89792520251175,0.0696750995282469,54.8321857907716,-4.88888931302701,0,0
19.762613711689,-0.980361605927562,0.478500756557984,54.8321857907716,-4.87990994055037,0,0
20.2867433099065,-0.975819432694655,0.0915562686542411,54.8321857907716,-4.85965817979395,0,0
20.2708317489501,-0.993357609193951,0.486020998743162,54.8321857907716,-4.8145390164486,0,0
20.7897437798385,-1.03232288011517,0.00490470601191268,54.8321857907716,-4.8547872163301,0,0
20.8481620658252,-0.901140528586133,0.430973283769521,54.8321857907716,-4.8369074457845,0,0
21.3594317660868,-0.955323352598557,0.0708706563402305,54.8321857907716,-4.93199347905222,0,0
21.3837617971618,-1.00435696151124,0.425420967952064,54.8321857907716,-4.87569216637086,0,0
21.8227759010885,-0.946971383553958,-0.0099738546516541,54.8321857907716,-4.83297775611271,0,0
21.7702452313651,-0.972722949994923,0.536846599631645,54.8321857907716,-4.91648491339829,0,0
22.3045764241769,-1.06426644273571,0.0671391090079147,54.8321857907716,-4.91414408072482,0,0
22.2881642809527,-1.01364609982064,0.535559598778208,54.8321857907716,-4.90517073197681,0,0
22.7981317235278,-1.05726031113125,0.033476900469814,54.8321857907716,-4.90532679383903,0,0
22.7846902755898,-1.05835216432902,0.515567525388294,54.8321857907716,-4.8374332746987,0,0
36.7437502832373,6.81200857783656,4.12940364946879,11.403669390822,69.7980885064918,0,0
32.8318268776507,-14.821513068097,-3.06742375443953,11.403669390822,-75.3219353309552,0,0
44.3760418468709,-34.5089198347679,0.41533462658859,11.403669390822,74.6704021091756,0,0
30.112154933663,-58.4065730210413,-17.7136666632068,11.403669390822,69.4049997652882,0,0
