X,Y,Z,Intensity,Vx,Vy,Vz
12.7846883840283,-0.732188083814705,-0.273918952831017,11.403669390822,91.6640433205612,0,0
23.6390038922975,-3.5985783244938,-0.944966681580454,11.403669390822,-23.674484593989,0,0
31.9920740174939,-1.4478306871603,0.197376069198717,47.4080216932952,-4.95872128369767,0,0
32.3511140624256,-1.32407514042562,0.123098593179441,44.3977217366554,-5.0025472890594,0,0
32.8265806127684,-1.35161173732326,0.0186321242656619,44.3977217366554,-5.00709952326766,0,0
33.5559194630658,-1.42328517165368,0.258796317531392,47.4080216932952,-4.96633148841536,0,0
34.2661572052824,-1.88370943613311,0.0429907194153218,44.3977217366554,-4.92773318150825,0,0
34.7906237486205,-1.66120474256661,-0.063513314240542,44.3977217366554,-4.95306181162014,0,0
35.2935006267459,-1.75078681431618,-0.0689336197309494,44.3977217366554,-4.97610533410745,0,0
36.060169648952,-1.66671849668539,0.104970168858765,47.4080216932952,-4.98744936718316,0,0
37.4463871558755,11.0133362213451,4.36941444975803,11.403669390822,-86.1866593698812,0,0
93.063178304018,-0.456802193904457,14.8922118736827,11.403669390822,-21.5918092985851,0,0
